Check NPs,Check V,raw_order,condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Target,Continuation,Target.Freq,Target.Prob,Nresponses,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-,-,65,1,short.high,2,1,17,short,high,g,15,a,The columnist,publicized,which,photographer,the,celebrity,,had,punched,outside the bar.,9,0.3,30,punched,punched,engaged,pictures taken by,punched,yelled at,punched,used,encountered,punched,punched,taken photos with,been photographed by,kicked,hired for the shoot,slapped,been photographed by,attacked,argued with,punched,punched,liked,dated,banned.,hired,worked with,punched,been sued by,been stalked by,shot.,#REF!,#REF!
-,-,66,2,short.low,2,2,17,short,low,b,15,b,The columnist,publicized,which,celebrity,the,photographer,,had,punched,outside the bar.,0,0,30,photographed,photographed,stalked,seen,shot,photographed,snapped,photographed,scandalized,photographed,taken pictures of,taken the risque photos of,photographed,taken pictures of,sold picture of,dirt on,recorded.,chased,captured,photographed the most,photographed,seen,shot,worked with.,chased,photographed,photographed,shot,gotten into a fight with,photographed,#REF!,#REF!
-,-,67,3,long.high,2,3,17,long,high,g,15,a,The columnist,publicized,which,photographer,the,celebrity,at the event,had,punched,outside the bar.,5,0.161290323,31,accosted,attacked,avoided,avoided,been photographed by,been upset with,brawled with,employed,fell,flipped off,hit,hit,ignored,kissed,modeled for,picked,posed for,posed for,posed for,punched,punched,punched,punched,punched,shot,shunned,staged,taken,tried to stop from photographing him,yelled at,yelled at,#REF!
-,-,68,4,long.low,2,4,17,long,low,b,15,b,The columnist,publicized,which,celebrity,the,photographer,at the event,had,punched,outside the bar.,0,0,31,an affair with,angered,assaulted ,captured in his pictures,caught,caught up with,followed,followed,happened,kissed,liked,met,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed ,pictured,scared,shot,shot,shot,shot,slept with,the most pictures,#REF!
-,-,69,1,short.high,3,3,18,short,high,g,15,b,The columnist,publicized,which,celebrity,the,photographer,,had,photographed,with the camera.,10,0.333333333,30,photographed,photographed,stalked,seen,shot,photographed,snapped,photographed,scandalized,photographed,taken pictures of,taken the risque photos of,photographed,taken pictures of,sold picture of,dirt on,recorded.,chased,captured,photographed the most,photographed,seen,shot,worked with.,chased,photographed,photographed,shot,gotten into a fight with,photographed,#REF!,#REF!
-,-,70,2,short.low,3,4,18,short,low,b,15,a,The columnist,publicized,which,photographer,the,celebrity,,had,photographed,with the camera.,0,0,30,punched,punched,engaged,pictures taken by,punched,yelled at,punched,used,encountered,punched,punched,taken photos with,been photographed by,kicked,hired for the shoot,slapped,been photographed by,attacked,argued with,punched,punched,liked,dated,banned.,hired,worked with,punched,been sued by,been stalked by,shot.,#REF!,#REF!
-,-,71,3,long.high,3,1,18,long,high,g,15,b,The columnist,publicized,which,celebrity,the,photographer,at the event,had,photographed,with the camera.,11,0.35483871,31,an affair with,angered,assaulted ,captured in his pictures,caught,caught up with,followed,followed,happened,kissed,liked,met,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed ,pictured,scared,shot,shot,shot,shot,slept with,the most pictures,#REF!
-,-,72,4,long.low,3,2,18,long,low,b,15,a,The columnist,publicized,which,photographer,the,celebrity,at the event,had,photographed,with the camera.,0,0,31,accosted,attacked,avoided,avoided,been photographed by,been upset with,brawled with,employed,fell,flipped off,hit,hit,ignored,kissed,modeled for,picked,posed for,posed for,posed for,punched,punched,punched,punched,punched,shot,shunned,staged,taken,tried to stop from photographing him,yelled at,yelled at,#REF!
-,-,73,1,short.high,4,1,19,short,high,g,18,a,The royal cook,asked,which,lord,the,chef,,had,served,for twenty years.,9,0.3,30,cooked for,hired,poisoned,served,cooked for,heard talking,prepared a banquet for,served,served,seen in the kitchen.,met,been hired by.,entertained,disappointed.,served,encountered,needed,poisoned,offended with his dish,served,served,served,cooked for,chosen,served,served,cooked for,poisoned,cooked for,invited to dinner,#REF!,#REF!
-,-,74,2,short.low,4,2,19,short,low,b,18,b,The royal cook,asked,which,chef,the,lord,,had,served,for twenty years.,0,0,30,preferred,requested,apreciated,requested,Cooking tonight,chosen,wanted,chosen,preferred,punished,hired,recommended,preferred,hired,blessed,selected.,chosen,hired,chosen,requested,hired,hired,called for,used,requested,wanted,previously,chosen,requested,complained about,#REF!,#REF!
-,-,75,3,long.high,4,4,19,long,high,g,18,a,The royal cook,asked,which,lord,the,chef,at the castle,had,served,for twenty years.,6,0.193548387,31,catered to,chosen,cooked for,cooked for,cooked for,cooked for,cooked for,employed,fed,fed,fed,fed ,hired,in mind,made dinner,mistreated,ordered,poisoned,poisoned,poisoned,prepared dinner for,requested ,served,served,served,served,served,served,spoken to,stabbed,wanted,#REF!
-,-,76,4,long.low,4,3,19,long,low,b,18,b,The royal cook,asked,which,chef,the,lord,at the castle,had,served,for twenty years.,0,0,31,asked for,beaten,chosen,eaten,executed,given his request to,hired,hired,hired,hired,hired,hired,hired,hired,hired,liked,picked,poisoned him,praised,preferred,preferred,preferred,preferred,punished,requested,requested,requested,requested,thanked,used,whipped,#REF!
-,-,77,1,short.high,5,4,20,short,high,g,18,b,The royal cook,asked,which,chef,the,lord,,had,preferred,over other ones.,3,0.1,30,preferred,requested,apreciated,requested,Cooking tonight,chosen,wanted,chosen,preferred,punished,hired,recommended,preferred,hired,blessed,selected.,chosen,hired,chosen,requested,hired,hired,called for,used,requested,wanted,previously,chosen,requested,complained about,#REF!,#REF!
-,-,78,2,short.low,5,3,20,short,low,b,18,a,The royal cook,asked,which,lord,the,chef,,had,preferred,over other ones.,0,0,30,cooked for,hired,poisoned,served,cooked for,heard talking,prepared a banquet for,served,served,seen in the kitchen.,met,been hired by.,entertained,disappointed.,served,encountered,needed,poisoned,offended with his dish,served,served,served,cooked for,chosen,served,served,cooked for,poisoned,cooked for,invited to dinner,#REF!,#REF!
-,-,79,3,long.high,5,1,20,long,high,g,18,b,The royal cook,asked,which,chef,the,lord,at the castle,had,preferred,over other ones.,4,0.129032258,31,asked for,beaten,chosen,eaten,executed,given his request to,hired,hired,hired,hired,hired,hired,hired,hired,hired,liked,picked,poisoned him,praised,preferred,preferred,preferred,preferred,punished,requested,requested,requested,requested,thanked,used,whipped,#REF!
-,-,80,4,long.low,5,2,20,long,low,b,18,a,The royal cook,asked,which,lord,the,chef,at the castle,had,preferred,over other ones.,0,0,31,catered to,chosen,cooked for,cooked for,cooked for,cooked for,cooked for,employed,fed,fed,fed,fed ,hired,in mind,made dinner,mistreated,ordered,poisoned,poisoned,poisoned,prepared dinner for,requested ,served,served,served,served,served,served,spoken to,stabbed,wanted,#REF!
-,-,81,1,short.high,1,2,21,short,high,g,19,a,The trapeze artist,indicated,which,lion,the,trainer,,had,trained,over the years.,5,0.166666667,30,problems with,trained,used in his act,led,tamed,tamed,tamed,trained,mistreated,tamed,issued with training,been attacked by,trained,tamed,just fed,been injured by,tamed.,handled,tamed,in his routine,been afraid of,trained,tamed,trouble with.,whipped,not fed,trained.,tamed,put through his paces,trained,#REF!,#REF!
-,-,82,2,short.low,1,1,21,short,low,b,19,b,The trapeze artist,indicated,which,trainer,the,lion,,had,trained,over the years.,1,0.033333333,30,bitten,mauled,eaten,been familiar with,eaten,been eaten by,preferred,slain,scratched,eaten,cuddled,attacked,mauled,startled,liked most,smacked at,penetrated,bitten,mutilated,eaten,eaten,bitten,eaten,attacked.,annihilated,attacked,attacked,chased,worled with,trained,#REF!,#REF!
-,-,83,3,long.high,1,3,21,long,high,g,19,a,The trapeze artist,indicated,which,lion,the,trainer,at the zoo,had,trained,over the years.,13,0.419354839,31,abused,beaten,died,fed,fed,put down,raised and trained,subdued,taken care of,tamed,tamed,tamed,tamed,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,warned about,whipped,whipped,worked with,worked with,#REF!
-,-,84,4,long.low,1,4,21,long,low,b,19,b,The trapeze artist,indicated,which,trainer,the,lion,at the zoo,had,trained,over the years.,0,0,31,a connection to,a fondness for,attacked,attacked,attacked,been trained by,been trained by,been trained by,bit,bitten,bitten,bitten,bitten,bitten,bitten,bitten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,liked,mauled,mauled,saved ,trampled,trampled,worked with,#REF!
-,-,85,1,short.high,2,3,22,short,high,g,19,b,The trapeze artist,indicated,which,trainer,the,lion,,had,eaten,during the show.,6,0.2,30,bitten,mauled,eaten,been familiar with,eaten,been eaten by,preferred,slain,scratched,eaten,cuddled,attacked,mauled,startled,liked most,smacked at,penetrated,bitten,mutilated,eaten,eaten,bitten,eaten,attacked.,annihilated,attacked,attacked,chased,worled with,trained,#REF!,#REF!
-,-,86,2,short.low,2,4,22,short,low,b,19,a,The trapeze artist,indicated,which,lion,the,trainer,,had,eaten,during the show.,0,0,30,problems with,trained,used in his act,led,tamed,tamed,tamed,trained,mistreated,tamed,issued with training,been attacked by,trained,tamed,just fed,been injured by,tamed.,handled,tamed,in his routine,been afraid of,trained,tamed,trouble with.,whipped,not fed,trained.,tamed,put through his paces,trained,#REF!,#REF!
-,-,87,3,long.high,2,2,22,long,high,g,19,b,The trapeze artist,indicated,which,trainer,the,lion,at the zoo,had,eaten,during the show.,8,0.258064516,31,a connection to,a fondness for,attacked,attacked,attacked,been trained by,been trained by,been trained by,bit,bitten,bitten,bitten,bitten,bitten,bitten,bitten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,liked,mauled,mauled,saved ,trampled,trampled,worked with,#REF!
-,-,88,4,long.low,2,1,22,long,low,b,19,a,The trapeze artist,indicated,which,lion,the,trainer,at the zoo,had,eaten,during the show.,0,0,31,abused,beaten,died,fed,fed,put down,raised and trained,subdued,taken care of,tamed,tamed,tamed,tamed,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,trained,warned about,whipped,whipped,worked with,worked with,#REF!
-,-,89,1,short.high,3,2,23,short,high,g,20,a,The wildlife curator,mentioned,which,baboon,the,zookeeper,,had,captured,while on safari.,2,0.066666667,30,acquired,been attacked by,befriended,captured,caputured,cared for at the zoo,euthanized,euthanized,euthenized,fed,fed,fed,fed,fed,fed,fed,fed,fed,fondled,kept,killed,killed. ,loved,removed,saved,saved,sterilized,stolen,taken care of,to keep an eye on,0,0
-,-,90,2,short.low,3,1,23,short,low,b,20,b,The wildlife curator,mentioned,which,zookeeper,the,baboon,,had,captured,while on safari.,0,0,32,a crush on,adopted,assaulted,attached to,attacked,attacked,attacked,attacked,attacked,attacked,attacked ,attacked ,bit,bitten,bitten,bitten,bonded wtih,favorited,fed,flung feces at,friendship,hit,hit,injured,injured,jumped on,killed,liked,mamed,misbehaved,taken a liking to,trusted
-,-,91,3,long.high,3,4,23,long,high,g,20,a,The wildlife curator,mentioned,which,baboon,the,zookeeper,from South Africa,had,captured,while on safari.,3,0.096774194,31,a problem with,a problem with,a red butt,aquired,attacked,been killed,bought,brought in,caged,captured,captured,captured,cared for,checked,fed,flees,found,healed,killed,photographed,quarantined,rescued,saved,set free,shot,shot,stolen ,tagged,trained,trained,trained,#REF!
-,-,92,4,long.low,3,3,23,long,low,b,20,b,The wildlife curator,mentioned,which,zookeeper,the,baboon,from South Africa,had,captured,while on safari.,0,0,31,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,been taken care of by,bitten,bonded with,bonded with,bonded with,bonded with,clawed,come from,embraced,favored,formed a bond with,grown attached to,high-fived,liked,liked the most,preferred,slapped,thrown feces at,#REF!
-,-,93,1,short.high,4,4,24,short,high,g,20,b,The wildlife curator,mentioned,which,zookeeper,the,baboon,,had,attacked,with a stick.,8,0.25,32,a crush on,adopted,assaulted,attached to,attacked,attacked,attacked,attacked,attacked,attacked,attacked ,attacked ,bit,bitten,bitten,bitten,bonded wtih,favorited,fed,flung feces at,friendship,hit,hit,injured,injured,jumped on,killed,liked,mamed,misbehaved,taken a liking to,trusted
-,-,94,2,short.low,4,3,24,short,low,b,20,a,The wildlife curator,mentioned,which,baboon,the,zookeeper,,had,attacked,with a stick.,0,0,30,acquired,been attacked by,befriended,captured,caputured,cared for at the zoo,euthanized,euthanized,euthenized,fed,fed,fed,fed,fed,fed,fed,fed,fed,fondled,kept,killed,killed. ,loved,removed,saved,saved,sterilized,stolen,taken care of,to keep an eye on,0,0
-,-,95,3,long.high,4,2,24,long,high,g,20,b,The wildlife curator,mentioned,which,zookeeper,the,baboon,from South Africa,had,attacked,with a stick.,13,0.419354839,31,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,been taken care of by,bitten,bonded with,bonded with,bonded with,bonded with,clawed,come from,embraced,favored,formed a bond with,grown attached to,high-fived,liked,liked the most,preferred,slapped,thrown feces at,#REF!
-,-,96,4,long.low,4,1,24,long,low,b,20,a,The wildlife curator,mentioned,which,baboon,the,zookeeper,from South Africa,had,attacked,with a stick.,1,0.032258065,31,a problem with,a problem with,a red butt,aquired,attacked,been killed,bought,brought in,caged,captured,captured,captured,cared for,checked,fed,flees,found,healed,killed,photographed,quarantined,rescued,saved,set free,shot,shot,stolen ,tagged,trained,trained,trained,#REF!
-,-,97,1,short.high,5,1,25,short,high,g,23,a,The dance instructor,noticed,which,onlookers,the,performers,,had,impressed,during the show.,6,0.2,30,impressed the most,mesmerized,noticed,smiled,known,touched,entertained,invited to the performance,aroused,impressed,impressed,attracted,noticed,impressed,danced for,amazed,invited,impressed,waved to,noticed,danced for,impressed,spit on,impressed,been privy to,family ties with,captivated,known,Looked for,impressed the most,#REF!,#REF!
-,-,98,2,short.low,5,2,25,short,low,b,23,b,The dance instructor,noticed,which,performers,the,onlookers,,had,impressed,during the show.,0,0,30,in awe,cheered,enjoyed,admired,liked the most,clapped,favored,responded to the most,enjoyed the most,applauded for the most,liked,more of a reaction to,taken to,praised,heckled,watched,overlooked,admired,applauded,applauded,admired,enjoyed,watched closely,been amazed with,been most impressed by,admired,applauded,preferred,applauded,liked,#REF!,#REF!
-,-,99,3,long.high,5,3,25,long,high,g,23,a,The dance instructor,noticed,which,onlookers,the,performers,at the theater,had,impressed,during the show.,3,0.096774194,31,affected,appeased,awed,been grateful for,been praised by,booed,bored,bowed for,bowed to,clapped,complained about,entertained,focused on,gotten bored,hated,impressed,impressed,impressed,interacted with,invited,met,met,noticed,oggled,performed,performed for,seen,thanked,the most applaus,touched,waved to,#REF!
-,-,100,4,long.low,5,4,25,long,low,b,23,b,The dance instructor,noticed,which,performers,the,onlookers,at the theater,had,impressed,during the show.,0,0,31,admired,admired,applauded,applauded,been late,cheered,cheered,cheered,clapped for the loudest,enjoyed,enjoyed,enjoyed,heckled,liked,liked,liked most,liked the best,loved,loved,loved,praised,responded positively to,seen,taken a liking to,taking a liking to,talked about,watched,watched,watched,watched,watched closely,#REF!
-,-,101,1,short.high,1,3,26,short,high,g,23,b,The dance instructor,noticed,which,performers,the,onlookers,,had,watched,from the audience.,2,0.066666667,30,in awe,cheered,enjoyed,admired,liked the most,clapped,favored,responded to the most,enjoyed the most,applauded for the most,liked,more of a reaction to,taken to,praised,heckled,watched,overlooked,admired,applauded,applauded,admired,enjoyed,watched closely,been amazed with,been most impressed by,admired,applauded,preferred,applauded,liked,#REF!,#REF!
