condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Target,Continuation,Target.Freq,Target.Prob,Nresponses,Response1,Response2,Response3,Response4,Response5,Response6,Response7,Response8,Response9,Response10,Response11,Response12,Response13,Response14,Response15,Response16,Response17,Response18,Response19,Response20,Response21,Response22,Response23,Response24,Response25,Response26,Response27,Response28,Response29,Response30,Response31,Response32,Response33,Response34
3,new.high,4,4,59,new,high,g,104,c,The troublemaker,observed,which,perfectionist,the,teacher,had,praised,for good work.,6,0.181818182,33,a sexual relationship with,befriended,called upon,chosen to be her favorite,congratulated,decided to befriend,favored,favored,favored,favored,favored,given an a to,graded,graded,liked,made her pet,passed,picked,picked,picked,picked,praised,praised,praised,praised,praised,praised,punched,rewarded,scolded,selected as her favorite. ,spoken to,spoken with,
4,new.low,4,3,59,new,low,b,104,d,The perfectionist,observed,which,troublemaker,the,teacher,had,praised,for good work.,0,0,33,caught,cried,detained,helped,punished,punished,punished,punished,punished,punished,punished,reprimanded,reprimanded,reprimanded,reprimanded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,sent to the principal,sent to the principal. ,singled out,singled out,trouble with,yelled at,
1,old.high,5,4,60,old,high,g,104,b,The principal,observed,which,troublemaker,the,teacher,had,punished,for starting a fight.,9,0.272727273,33,beaten,been having trouble with,been in trouble,brought in to the office,diciplined,disciplined,disciplined,disciplined,disciplined,disciplined,disciplined,given detention to,kicked out of class,punished,punished,punished,punished,punished,punished,punished,punished,punished,reprimanded,scolded,scolded,sent to the office,sent to the office,sent to the office,spanked,suspended,suspended,suspended,yelled at,
2,old.low,5,3,60,old,low,b,104,a,The principal ,observed,which,perfectionist,the,teacher,had,punished,for starting a fight.,0,0,34,admired,admonished,an example from,awarded,bragged about,chosen,failed,failed,favored ,given a gold star,given extra credit,given the best grade,graded,helped,in her class,in her class,mentioned,passed,pointed out,praised,praised,praised,rewarded,rewarded,rewarded,scolded,singled out,spoiled,spoiled,spoke of,spoken about,their eye on,tried to expell,tutored
3,new.high,5,2,60,new,high,g,104,d,The perfectionist,observed,which,troublemaker,the,teacher,had,punished,for starting a fight.,7,0.212121212,33,caught,cried,detained,helped,punished,punished,punished,punished,punished,punished,punished,reprimanded,reprimanded,reprimanded,reprimanded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,scolded,sent to the principal,sent to the principal. ,singled out,singled out,trouble with,yelled at,
4,new.low,5,1,60,new,low,b,104,c,The troublemaker,observed,which,perfectionist,the,teacher,had,punished,for starting a fight.,0,0,33,a sexual relationship with,befriended,called upon,chosen to be her favorite,congratulated,decided to befriend,favored,favored,favored,favored,favored,given an a to,graded,graded,liked,made her pet,passed,picked,picked,picked,picked,praised,praised,praised,praised,praised,praised,punched,rewarded,scolded,selected as her favorite. ,spoken to,spoken with,
1,old.high,1,2,61,old,high,g,105,a,The regulars,saw,which,patron,the,owner,had,served,a beer to.,4,0.121212121,33,banished,banned,comped,comped a meal for,ejected,evicted,favored,favored,fed,given a discount,given free food to,had sex with,hired,insulted,kicked out,kicked out,kicked out,kicked out,kicked out of the restaurant,met with,over-charged,seen,seen,served,served,served,served,served lunch,snubbed,talked with,thrown out,thrown out,welcomed to the store,
2,old.low,1,1,61,old,low,b,105,b,The regulars,saw,which,bartender,the,owner,had,served,a beer to.,0,0,33,chosen,compensated,decided to hire,favored,favored,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,given praise,hired,hired,hired,hired,hired,hired,kicked out,laid off,paid,promoted,promoted,replaced,replaced,yelled at for being late. ,
3,new.high,1,3,61,new,high,g,105,c,The bartender,saw,which,patron,the,owner,had,served,a beer to.,9,0.272727273,33,banned,banned,banned,banned for life,banned from the pub,befriended,cut off,fought,given a free drink,helped,kicked,kicked out,kicked out,kicked out,kicked out,ousted,pointed out,problems with,sat with,served,served,served,served,served,served,served,served,served,sex with,talked to,thrown out,thrown out,tossed out,
4,new.low,1,4,61,new,low,b,105,d,The patron,saw,which,bartender,the,owner,had,served,a beer to.,0,0,34,chosen,fired,fired,fired,fired,fired,fired,fired,fired,found,harrassed,hired,hired,hired,hired,hired,hired,hired,hired,his eye on,on staff,paid,praised,promoted,scolded,slapped,spoke of,spoken to,tipped,tipped,tricked,working,yelled at,yelled at
1,old.high,2,4,62,old,high,g,105,b,The regulars,saw,which,bartender,the,owner,had,fired,from the position.,13,0.393939394,33,chosen,compensated,decided to hire,favored,favored,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,given praise,hired,hired,hired,hired,hired,hired,kicked out,laid off,paid,promoted,promoted,replaced,replaced,yelled at for being late. ,
2,old.low,2,3,62,old,low,b,105,a,The regulars,saw,which,patron,the,owner,had,fired,from the position.,0,0,33,banished,banned,comped,comped a meal for,ejected,evicted,favored,favored,fed,given a discount,given free food to,had sex with,hired,insulted,kicked out,kicked out,kicked out,kicked out,kicked out of the restaurant,met with,over-charged,seen,seen,served,served,served,served,served lunch,snubbed,talked with,thrown out,thrown out,welcomed to the store,
3,new.high,2,1,62,new,high,g,105,d,The patron,saw,which,bartender,the,owner,had,fired,from the position.,8,0.235294118,34,chosen,fired,fired,fired,fired,fired,fired,fired,fired,found,harrassed,hired,hired,hired,hired,hired,hired,hired,hired,his eye on,on staff,paid,praised,promoted,scolded,slapped,spoke of,spoken to,tipped,tipped,tricked,working,yelled at,yelled at
4,new.low,2,2,62,new,low,b,105,c,The bartender,saw,which,patron,the,owner,had,fired,from the position.,0,0,33,banned,banned,banned,banned for life,banned from the pub,befriended,cut off,fought,given a free drink,helped,kicked,kicked out,kicked out,kicked out,kicked out,ousted,pointed out,problems with,sat with,served,served,served,served,served,served,served,served,served,sex with,talked to,thrown out,thrown out,tossed out,
1,old.high,3,2,63,old,high,g,3,a,The bookie,knew,which,jockey,the,horse,had,thrown,during the tourney.,5,0.161290323,31,an especially lucky streak with,been paired to,been winning with,before the race,carried,fed,for a rider,hurt,kicked,kicked,liked,liked,lost,most longed to ride him,previously,raced for,ran,ridden,run with,smelled,that day,the odds to win,thrown,thrown,thrown,thrown,thrown,trampled,trouble carrying,won,won,,,
2,old.low,3,1,63,old,low,b,3,b,The bookie,knew,which,gambler,the,horse,had,thrown,during the tourney.,0,0,30,a bond with,angered,been lucky for,been ridden by,belonged to,belonged to,bet on,bet on,betting on him,chosen,disappointed,disappointed,favored,helped,kicked,kicked,made lose,met,nuzzled,peed on,picked,raced for,ruined ,screwed over when it lost the race,to compete,upset,won for,won for,won for,won money for,,,,
3,new.high,3,4,63,new,high,g,3,c,The gambler,knew,which,jockey,the,horse,had,thrown,during the tourney.,8,0.25,32,been assigned to,been ridden by,bit,bitten,bucked,carried,chosen,fell on,kicked,killed,on it,put down,ridden,ridden,ridden,ridden,riding him,riding it,rode,the best luck with,thrown,thrown,thrown,thrown,thrown,thrown,thrown,thrown,thrown off,used in the past,worked with,worked with,,
4,new.low,3,3,63,new,low,b,3,d,The jockey,knew,which,gambler,the,horse,had,thrown,during the tourney.,0,0,30,an affiliation,bad luck with,belonged to,belonged to,bet on,bet on,bet on ,bitten,disappointed,disappointed,failed,kicked,kicked,kicked,kicked,kicked,kicked,offended,raced for,seen,seen,the most money waged,to win,trained with,won,won for,won for,won money for,won money for,won money for,,,,
1,old.high,4,3,64,old,high,g,5,b,The school nurse,knew,which,dentist,the,kid,had,visited,the previous day.,12,0.4,30,been going to,been going to,been to,been to,been to,been to,gone to,gone to for a check-up,hated,liked,screamed about,seen,seen,seen,seen. ,slapped,visited,visited,visited,visited,visited,visited,visited,visited,visited,visited,visited,visited,visited last week,went to,,,,
2,old.low,4,4,64,old,low,b,5,a,The school nurse,knew,which,administrator,the,kid,had,visited,the previous day.,0,0,32,assaulted,assaulted,assaulted,at school,attacked,biten,bitten,cried to,feared,gotten sick,hit,hit,infected,kicked,kicked,kicked,kicked,mentioned,pissed off,seen,seen,seen,spoken to,spoken to,spoken with,talked to,talked to,thrown up on,tricked,used,vilified,went to,,
3,new.high,4,1,64,new,high,g,5,d,The administrator,knew,which,dentist,the,kid,had,visited,the previous day.,4,0.133333333,30,a bad experience with,an appointment with,an appointment with,been going to,bitten,gone to,gone to,gone to,gone to,gone to,gone to see,gone to the day before,liked,punched,saw,seen,seen,seen,seen,seen,seen,seen,seen,teeth,threw up on,visited,visited,visited,visited,vistited,,,,
4,new.low,4,2,64,new,low,b,5,c,The dentist,knew,which,administrator,the,kid,had,visited,the previous day.,0,0,31,angered,annoyed,at school,been punched by,bitten,bitten,enjoyed,gone to,had trouble with,kicked in the shins,liked,liked the best,meant,met,poked,problems getting to know,problems with,pulled a prank on,reported,respected,sassed,seen,seen,smiled at,spoken to,spoken to,spoken with,talked about,talked about,talked to,talked to,,,
1,old.high,5,1,65,old,high,g,7,b,The guide,asked,which,pickpocket,the,tourist,had,caught,trying to steal.,2,0.066666667,30,apprehended,been a victim of,been robbed by,been targeted by,ben attacked by,bumped into,caught,caught,encountered,encountered,encountered,encountered,met,observed,picked ,recognized,reported,robbed,see,seen,seen,seen,seen,seen,seen,seen,seen running away,spotted,traveled,witnessed ,,,,
2,old.low,5,2,65,old,low,b,7,a,The guide,asked,which,villager,the,tourist,had,caught,trying to steal.,0,0,31,approached,asked,asked for directions,been scared of,befriended,befriended,eaten with,encountered,entrusted,farted,followed,fought,impregnated,information for,met,met,met,photographed,seen,seen,seen stealing,spoken to,spoken to,spoken to,spoken to,spoken to,spoken to,spoken with,taken a picture of,talked to,would like to speak with first,,,
3,new.high,5,3,65,new,high,g,7,d,The villager,asked,which,pickpocket,the,tourist,had,caught,trying to steal.,6,0.2,30,accused him of stealing,acused,apprehended,been a victim of,been robbed by,been robbed by,caught,caught,caught,caught,caught,caught. ,encountered,fallen victim to,identified,identified,noted,run into,run into,run into,seen,seen,seen,spotted,stole from,stolen from,tackled,targeted,used,witnessed,,,,
4,new.low,5,4,65,new,low,b,7,c,The pickpocket,asked,which,villager,the,tourist,had,caught,trying to steal.,0,0,32,angered,beaten,been seen with,chased,compensated,consulted ,disliked,encountered,gotten directions from,helped,insulted,met,met,mugged,ran into ,seen,seen,seen,seen,seen,seen,seen,seen,spoken to,spoken to,spoken with,spotted,suspected,swindled,visited,visited,wanted to steal from,,
1,old.high,1,3,66,old,high,g,9,b,The officer,knew,which,boss,the,striker,had,targeted,during the riot.,3,0.1,30,a hit out against,assaulted,assaulted,assaulted,assaulted. ,beaten,chosen ,cornered,disrespected,hated for a while,hit,hit,hit,hit,hit,hit,injured,intentions of hurting,offended,offended,offended,shot,struck,talked to,targeted,targeted,targetted,worked under,yelled at,yelled at,,,,
2,old.low,1,4,66,old,low,b,9,a,The officer,knew,which,activist,the,striker,had,targeted,during the riot.,0,0,32,agreed with,aided,an altercation with,assaulted,beaten,befriended,called,contacted,fought with,hated,hit,hit,hit,hit,hit,hit,hit,hit,hit,joined,kicked,killed,killed,provoked,punched,punched,punished,struck,supported,talked to,talked with,thrown rocks,,
3,new.high,1,2,66,new,high,g,9,d,The activist,knew,which,boss,the,striker,had,targeted,during the riot.,2,0.066666667,30,angered,arguments with,been rebelling against,complained against,complained to,confronted,confronted,fought,hated,hit,hit,in mind,killed,killed,met with,offended,opposed,played against ,preferred,protested,protested against,spat on,spoken of,targeted,targeted,the most problems with,vilified ,worked for,worked under,yelled at,,,,
4,new.low,1,1,66,new,low,b,9,c,The boss,knew,which,activist,the,striker,had,targeted,during the riot.,1,0.032258065,31,a conversation with,affected,assisted,attacked,beef with him,been inspired by,been receiving payments from,complied with,defended,followed,heard,hit,hit,hurt,in mind,joined,learned from,looke up to,picked,picketed,punched,questioned,repeled,spoken to,spoken with,struck,struck,talked to,targetted,volunteer,yelled,,,
1,old.high,2,1,67,old,high,g,11,a,The clubber,explained,which,artists,the,DJ,had,played,at the club.,19,0.612903226,31,banned,been played on his stereo,been playing,covered,fought with,hired,in their mix,looked up to,mixed,played,played,played,played,played,played,played,played,played,played,played,played,played,played,played,played,played incessantly,remixed,spun,to play,used,worked for,,,
2,old.low,2,2,67,old,low,b,11,b,The clubber,explained,which,blogger,the,DJ,had,played,at the club.,0,0,30,an online feud with,annoyed,annoyed,become friends with,been arguing with,been reviewed by,borrowed music from,called,called out,danced,dissed,emailed,emulated,gotten into a fight with,insulted,interviewed with,known,known,offended,promoted,read,read about,saw,spoken to,spoken with,spoken with,surprised,talked to,thrown the record at,to go check out,,,,
3,new.high,2,4,67,new,high,g,11,c,The blogger,explained,which,artists,the,DJ,had,played,at the club.,15,0.46875,32,admired,admired,chosen,copied,copied,enjoyed,favored,heard,liked,mixed,mixed,partied with,played,played,played,played,played,played,played,played,played,played,played,played,played,played,played at the show,promoted,recommended,spun,used,worked with,,
4,new.low,2,3,67,new,low,b,11,d,The artists,explained,which,blogger,the,DJ,had,played,at the club.,0,0,30,admired,an interview with. ,argued with,assaulted,attacked,been reading,contacted,endorsed,flown in,followed,given information to,gravely disrespected,impressed,inspired,laughed at,loved,made fun of,offended,performed for,praised,read,read,recommended,reported,spoke about,spoken to,vilified,worked for,written about,yelled at,,,,
1,old.high,3,4,68,old,high,g,12,a,The classmate,guessed,which,freshman,the,TA,had,dated,the previous semester.,2,0.066666667,30,a crush on,a fling with,been secretly helping,chosen,dated,dated,dormed,failed,favored,given a bad grade to,given an a to,graded,helped,helped,helped,insulted,kicked out of the dorm,kissed,liked,murdered,rejected work from,scolded,slept with,stopped,taught,to keep his eye on,tutored,tutored ,written up,yelled at,,,,
2,old.low,3,3,68,old,low,b,12,b,The classmate,guessed,which,lecturer,the,TA,had,dated,the previous semester.,0,0,32,aggravated ,asked,attacked,been a student for in the past,been assigned to,been assigned to,been talking about,booked,chosen,chosen,favored,given,heard,heard,heard,helped,helped,helped,introduced,last semester ,loved,planned,planned,recommended,scheduled,selected,sought after,taken out for coffee,used,worked for,worked for,worked with,,
3,new.high,3,2,68,new,high,g,12,c,The lecturer,guessed,which,freshman,the,TA,had,dated,the previous semester.,3,0.1,30,accused,assigned,assigned,been helping,been sleeping with,bullied all semester,chosen,dated,dated,dated,failed,failed,failed,favored,flunked,flunked,hated,helped,liked,picked,reprimanded,seen,spoken to,talked to,thought was cheating,thought was the best student,tutored,tutored with. ,"tutored"""" after office hours",was tutoring,,,,
4,new.low,3,1,68,new,low,b,12,d,The freshman,guessed,which,lecturer,the,TA,had,dated,the previous semester.,0,0,31,a crush on,a crush on,admired,asked about,asked to come in,badmouthed,been assigned,been assigned to replace,been talking about,emulated,gotten his notes from,graded his paper,graded tests for,heard,helped,in mind to speack at the confrerence,invited,liked,meant,notes on,picked,presented,quoted,respect for,secretly loathed,selected,sent,setup,taught,worked for,yesterday,,,
1,old.high,4,2,69,old,high,g,15,a,The champion,stated,which,wrestler,the,referee,had,disqualified,from the match.,2,0.064516129,31,accused of cheating,argued with,been declared world heavy weight champion,called out,called wrong,cheated,chosen,declared the winner,declared winner,disqualified,disqualified,ejected,ejected,favored,favored,favored,favored,fought against,fouled,fouled for indecent conduct,found to be the best,given a penalty to,kicked,mentioned,penalized,penalized,pointed to,selected,sided with,sided with,tricked,,,
2,old.low,4,1,69,old,low,b,15,b,The champion,stated,which,announcer,the,referee,had,disqualified,from the match.,0,0,30,argued with,asked,been talking to,chastised,chided,confronted,criticized,decided to work with,disagreed with,ejected ,endorsed,favored,hated,irritated,known,mentioned,mocked,not liked,paid off,perferred,played,preferred,problems with,referenced,reprimanded  ,said was a good guy,shouted at,slapped,taken issue with,to pick,,,,
3,new.high,4,3,69,new,high,g,15,c,The announcer,stated,which,wrestler,the,referee,had,disqualified,from the match.,4,0.125,32,assaulted,bounced,called,called,called,carded,declared the winner,disqualified,disqualified,disqualified,disqualified,ejected,eliminated,favored,fouled,kicked,penalized,penalized,penalized,penalized,penalized,penalized,penalized,penalized,picked,punished,signaled,sued,thrown out,thrown out of the match,won,yelled at,,
4,new.low,4,4,69,new,low,b,15,d,The wrestler,stated,which,announcer,the,referee,had,disqualified,from the match.,0,0,30,a fight with. ,a grudge against,a problem with,agreed with,agreed with,argued with,argued with,avoided,bribed,chosen,chosen,dated,decked,disagreed with,ejected,feuded with for several months,hired,hit,issue with,listened to,paid,referenced,referred to in the interview,saw,scolded,spoken about,talked to ,to shut up,trouble with,yelled at,,,,
1,old.high,5,4,70,old,high,g,16,a,The aide,stated,which,prisoner,the,guard,had,beaten,in the jailhouse.,8,0.266666667,30,abused,abused,abused,an affair with,assaulted ,beat,beat,beat,beaten,beaten,beaten to death,beaten up,beaten up,been abusive,fed,handcuffed,handcuffed ,harassed and abused,harrassed,helped,joked with,killed,let free,punished,released,released,roughed up,struck,struck,watch of,,,,
2,old.low,5,3,70,old,low,b,16,b,The aide,stated,which,diplomat,the,guard,had,beaten,in the jailhouse.,0,0,32,arrested,arrested,assigned,authorized,been assigned,corrected,covered,defended,defended,embarassed,harassed,injured,killed,let in,promoted,protected,protected,protected,protected,protected,protected,protected,protected,protected,protected ,saved,searched,seen,spoken to,stopped,turned away,worked for,,
3,new.high,5,1,70,new,high,g,16,c,The diplomat,stated,which,prisoner,the,guard,had,beaten,in the jailhouse.,7,0.233333333,30, cheated,abused,abused,abused,abused,abused,abused,beat,beat up,beaten,beaten,beaten,beaten,beaten,detained,executed,faught,hit,hurt,interrogated,let free,problems with,protected,released ,released. ,seen,shanked,shot,to watch,watched over,,,,
4,new.low,5,2,70,new,low,b,16,d,The prisoner,stated,which,diplomat,the,guard,had,beaten,in the jailhouse.,0,0,31,accepted a bribe from,accompanied,allowed in,assaulted,betrayed,bribed,bribed,bribed,detained,disagreed with,favored,found,imprisoned,led through the prison,made a deal with,paid off,protected,protected,protected,protected,protected,protected,released,roughed up,spoken to,spoken to,suspected of smuggling documents,talked to,the most problems with,watched,worked for,,,
1,old.high,1,2,71,old,high,g,17,b,The executive,revealed,which,customer,the,manager,had,helped,on the phone.,3,0.1,30,angered,argued with,argued with,assisted,attempted to cheat,chosen,displeased,fired,fleeced,given free food to,helped,helped,helped,hired,insulted,insulted,insulted. ,issues with,mislead,prefered,punched,refunded,rewarded ,should give the most perks to,signed with,sold to,spoke to,spoken to,spurned,talked to,,,,
2,old.low,1,1,71,old,low,b,17,a,The executive,revealed,which,clerk,the,manager,had,helped,on the phone.,0,0,32,chosen,discriminated against,disengaged,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,had an affair with,had fired,hired,hired,hired,hired,interviewed,laid off,paid,promoted,promoted,promoted,promoted,promoted,promoted,promoted,rewarded,spoken with,stolen,,
3,new.high,1,4,71,new,high,g,17,d,The clerk,revealed,which,customer,the,manager,had,helped,on the phone.,4,0.133333333,30,argued with,banned,bitterly complained about,chastised,cheated,chewed out for being rude,conversed with,dealt with,fired,given a refund to,harmed,helped,helped,helped,helped,joked with,kicked out of the store,pleased,questioned,refunded ,removed from the store,served,short changed,stolen property,taken aside,talked with,thanked,yelled at,yelled at,yelled at,,,,
4,new.low,1,3,71,new,low,b,17,c,The customer,revealed,which,clerk,the,manager,had,helped,on the phone.,0,0,31,berated,demoted,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,hired,hired,hired ,promoted,promoted,promoted,punished,reprimanded,reprimanded,reprimanded,reprimanded,scoulded,sent home,singled out,snubbed,yelled at,yelled at,yelled at in front of everyone,,,
1,old.high,2,3,72,old,high,g,18,a,The chief,overheard,which,criminal,the,police,had,caught,during the bust.,3,0.1,30,abused. ,apprehended,apprehended,apprehended,apprehended,apprehended,apprehended,apprehended ,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,captured,caught,caught,caught,found,in custody,investigated,killed,let go,most difficulty catching,planned to capture that night,,,,
2,old.low,2,4,72,old,low,b,18,b,The chief,overheard,which,informant,the,police,had,caught,during the bust.,0,0,31,apprehended,arrested,arrested,arrested. ,beaten,collared,consulted,detained,gathered,harassed,in custody,interviewed,interviewed,locked up,met with,partnered with,planted,questioned,questioned,questioned,questioned,questioned ,recruited,reported,spoke with,spoken with,suspected of lying,used,used,used,used to solve the case,,,
3,new.high,2,1,72,new,high,g,18,c,The informant,overheard,which,criminal,the,police,had,caught,during the bust.,3,0.1,30,apprehended,apprehended ,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,captured,captured,captured,caught,caught,caught,cuffed ,found,found,in custody,in custody,pointed out,suspected,under surveillance,,,,
4,new.low,2,2,72,new,low,b,18,d,The criminal,overheard,which,informant,the,police,had,caught,during the bust.,0,0,32,arrested,arrested,beaten,captured,contacted,discussed,found,found,found,held captive,hired,in their office,interviewed,interviewed,interviewed,nabbed,narced,on him,paid,quoted,recorded,selected,sent on the case,spoken to,spoken to,spoken to,spoken with,used,used,used,worked with,worked with,,
1,old.high,3,1,73,old,high,g,20,a,The employee,heard,which,slacker,the,boss,had,fired,for being lazy.,24,0.8,30,berated mercilessly,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,put on unpaid leave,reprehended ,repromanded,yelled at,yelled at,,,,
2,old.low,3,2,73,old,low,b,20,b,The employee,heard,which,go-getter,the,boss,had,fired,for being lazy.,0,0,32,chosen,hired,hired,hired,hired,liked,nominated,picked,praised,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted above him,sponsored,transferred,,
3,new.high,3,3,73,new,high,g,20,c,The go-getter,heard,which,slacker,the,boss,had,fired,for being lazy.,20,0.666666667,30,demoted,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired. ,promoted,punished,punished,reprimanded,reprimanded,reprimanded,scolded,wanted to fire,written up,,,,
4,new.low,3,4,73,new,low,b,20,d,The slacker,heard,which,go-getter,the,boss,had,fired,for being lazy.,0,0,31,a liking to,chosen,complimented,given a raise to,hated,hired,just promoted,praised,prefered,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted ,,,
1,old.high,4,3,74,old,high,g,23,b,The child,observed,which,biologist,the,zookeeper,had,hired,for the exhibit.,3,0.1,30,brought in,called,called first,cleaning the ponds,consulted,examine the rhino,given keys to the monkeys,helped,hired,hired,hired,identified,mauled,on staff,picked,referenced concerning the gorilla,respect for,rewarded,taken notes from,talked to,talked to,talked to,talked to,trained,trusted,worked,worked closely with,worked with,worked with,worked with,,,,
2,old.low,4,4,74,old,low,b,23,a,The child,observed,which,tourist,the,zookeeper,had,hired,for the exhibit.,0,0,31,a long talk with,befriended,chosen to feed the bird,eaten,expelled,explained things to,followed,given a ticket to,given a tour,given directions to,guided,had sexual relations with,helped,kicked out,locked up,ousted,picked to pet the tiger,removed from the zoo,scared,scolded,scolded,scolded for feeding the animals,scolded for feeding the bears,selected to participate,shoved,talked to,talked to,talked with,talked with,warned,yelled at,,,
3,new.high,4,2,74,new,high,g,23,d,The tourist,observed,which,biologist,the,zookeeper,had,hired,for the exhibit.,4,0.133333333,30,a crush on,a meeting with,a relationship,admired,argued with earlier that day,assist him,been friendly with,been talking to,called,chosen,consulted,consulted,consulted with,disliked,feelings for,help him,hired,hired,hired,hired,invited,liked the most,picked,recommended for promotion,rescued,spoken with,talked about,talked to,trusted the most ,used,,,,
4,new.low,4,1,74,new,low,b,23,c,The biologist,observed,which,tourist,the,zookeeper,had,hired,for the exhibit.,0,0,32,annoyed,assaulted,complimented,entertained,given a tour to,help feed the animals,helped,helped,hurt,impressed,liked,mentioned,pointed out earlier,protected,protected,punched,punished,reprimanded,seen,spoken to,spoken to,taken aside,talked with,talked with,taught,treated with suspicion,visited,warned,warned,warned,yelled at,yelled at,,
1,old.high,5,1,75,old,high,g,24,a,The CEO ,guessed,which,employee,the,manager,had,fired,for missing work.,12,0.4,30,been stealing supplies,blamed,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,groomed for promotion,hired,hired,hired,partied with,picked to promote,promoted,promoted,promoted,promoted,promoted ,recently fired,represented ,reprimanded ,slept with,talked to,,,,
2,old.low,5,2,75,old,low,b,24,b,The CEO,guessed,which,customer,the,manager,had,fired,for missing work.,0,0,32,angered,angered,angered,angered,annoyed,argued with,assisted,cheated,dated,duped,hated,helped,helped,hired,insulted,iritated,kicked out,offended,pleased,refunded,reprimanded,rewarded,rewarded,smoothed things over with,spoken to,struck,talked to,talked with,told off,upset,yelled at,yelled at,,
3,new.high,5,4,75,new,high,g,24,c,The customer,guessed,which,employee,the,manager,had,fired,for missing work.,8,0.266666667,30,chosen for employee of the month. ,deemed his favorite,disciplined,fired,fired,fired,fired,fired,fired,fired,fired,fired last week,given a promotion to,had sex with,just promoted,praised,promoted,promoted,promoted,promoted,promoted,prompted,requested,rewarded,suspended,talked to,talked to,thought was the best worker,wanted,yelled at,,,,
4,new.low,5,3,75,new,low,b,24,d,The employee,guessed,which,customer,the,manager,had,fired,for missing work.,2,0.064516129,31,a problem with,an issue,apologized to,been talking about,bitched about,called the police on,calmed down,compensated,dismissed,ejected,fired,fired,given a deal,given a free meal to,helped,insulted,leave,meant,mentioned,promoted,said is owed a refund,seen,spoken to,spoken to,spoken to about their complaint,talked to,talked to,talked to,thanked,thrown out,treated poorly,,,
1,old.high,1,4,76,old,high,g,25,a,The fan,surmised,which,agent,the,actress,had,hired,for the audition.,8,0.25,32,by her side,chosen,chosen,employed,employed,gone to for advice,had a relationship with,hired,hired,hired,hired,hired,hired,hired,hired,kissed,licked,obtained,paid,paid,paid ,signed,signed,signed with,signed with,signed with,slept with,slept with,slept with,to represent her,used,used,,
2,old.low,1,3,76,old,low,b,25,b,The fan,surmised,which,admirer,the,actress,had,hired,for the audition.,0,0,30,a liking for,appreciated,avoided,been avoiding,befriended ,chosen,chosen to go on a date with. ,dealt with,feared,hated,her eyes on,ignored,interest in,invited,kissed,kissed,liked most,picked,rebuked,run from,spoken too,spurned,stabbed with her high heels,taken interest in,talked to,talked to,ultimately fell in love with,winked at,written to,written to,,,,
3,new.high,1,2,76,new,high,g,25,c,The admirer,surmised,which,agent,the,actress,had,hired,for the audition.,7,0.225806452,31,an affair with,at her side,dated,dated,employed,employed,fired,fired,fired,hired,hired,hired,hired,hired,hired,hired,loved,met,picked,played in the movie,seduced,seduced,seen,seen,signed with,signed with,signed with,the best dress,used to get the part,worked for,worked with previously,,,
4,new.low,1,1,76,new,low,b,25,d,The agent,surmised,which,admirer,the,actress,had,hired,for the audition.,0,0,30,admired ,been scared of,been stalked by,called the cops on,danced,dated,dated,dealt with,feared,followed,garnered,gotten flowers from,hated,hooked up with,ignored,loved,met,moved in with,pursued ,rejected,seduced,signed an autograph for,slapped,spoken with,stalking her,that sent flowers,to avoid,wanted to see,worried about,written to,,,,
1,old.high,2,2,77,old,high,g,26,a,The anchorman,reported,which,candidate,the,senator,had,defeated,in the last election.,5,0.166666667,30,accused of wrongdoing,bribed,bribed,chosen,chosen as his aide,chosen to take his place,defeated,defeated,defeated,defeated,defeated,desired,elected,endorsed,endorsed,endorsed,endorsed,endorsed,liked,liked,nominated,pointed to,selected,sponsored ,supported,supported,supported,supported,to defeat,was running against,,,,
